route_id, agency_id, route_short_name, route_long_name                                    , route_desc             , route_type, route_url, route_color, route_text_color, route_sort_order
JAK.74  , Tije     , JAK.74          , Terminal Rawamangun - Cipinang Muara               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               67
JAK.75  , Tije     , JAK.75          , Cililitan - Kampung Pulo                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               68
JAK.76  , Tije     , JAK.76          , Jln. Industri Raya - Perintis Kemerdekaan          , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               69
JAK.77  , Tije     , JAK.77          , Tanjung Priok - Jembatan Item                      , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               70
JAK.78A , Tije     , JAK.78A         , Benda - Cengkareng Timur                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               71
JAK.78B , Tije     , JAK.78B         , Jembatan Tiga - Teluk Gong                         , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               72
JAK.79  , Tije     , JAK.79          , Cengkareng - Tubagus Angke                         , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               73
JAK.80  , Tije     , JAK.80          , Rawa Buaya - Rawa Kompeni                          , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               74
JAK.84  , Tije     , JAK.84          , Terminal Kampung Melayu - Kapin Raya               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               75
JAK.85  , Tije     , JAK.85          , Bintara - Cipinang Indah                           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               76
JAK.86  , Tije     , JAK.86          , Term. Rawamangun - Term. Manggarai                 , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               77
JAK.87  , Tije     , JAK.87          , Terminal Tanjung Priok - Terminal Rawamangun       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               78
JAK.88  , Tije     , JAK.88          , Terminal Tanjung Priok - Ancol Barat               , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               79
JAK.89  , Tije     , JAK.89          , Terminal Tanjung Priok - Taman Kota Intan          , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               80
JAK.90  , Tije     , JAK.90          , Terminal Tanjung Priok - Rusun Kemayoran           , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               81
JAK.93  , Tije     , JAK.93          , Jeruk Purut - Kebayoran Lama                       , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               82
JAK.95  , Tije     , JAK.95          , Term. Lebak Bulus - Term. Pasar Minggu             , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               83
JAK.98  , Tije     , JAK.98          , Term. Kampung Rambutan - Munjul                    , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               84
JAK.99  , Tije     , JAK.99          , Term. Pulo Gadung - Lampiri                        , Mikrotrans             ,          3,          , 00609C     , FFFFFF          ,               85
L13E    , Tije     , L13E            , Puri Beta 2 - Flyover Kuningan (Express)           , BRT                    ,          3,          , 7A357B     , FFFFFF          ,                 
S11     , Tije     , S11             , BSD - Jelambar                                     , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
S12     , Tije     , S12             , Term. BSD - Fatmawati                              , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
S13     , Tije     , S13             , Summarecon Serpong - Tomang                        , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
S14     , Tije     , S14             , Summarecon Serpong - Lebak Bulus                   , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
S21     , Tije     , S21             , Ciputat - CSW                                      , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
S22     , Tije     , S22             , Ciputat - Kampung Rambutan via Tol                 , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
S31     , Tije     , S31             , Bintaro - Fatmawati                                , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
S61     , Tije     , S61             , Alam Sutera - Blok M                               , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
SH1     , Tije     , SH1             , Kalideres - Perkantoran Soekarno-Hatta             , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
T11     , Tije     , T11             , Poris Plawad - Petamburan                          , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
T12     , Tije     , T12             , Poris Plawad - Juanda                              , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
T21     , Tije     , T21             , Taman Banjar Wijaya - Petamburan                   , Royaltrans             ,          3,          , 9C4782     , FFFFFF          ,                 
T31     , Tije     , T31             , PIK 2 - Blok M                                     , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
D41     , Tije     , D41             , Sawangan - Lebak Bulus                             , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
P11     , Tije     , P11             , Bogor - Blok M                                     , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
3B      , Tije     , 3B              , Rusun Flamboyan - Cengkareng                       , Rusun                  ,          3,          , FDECB4     , 000000          ,                 
B25     , Tije     , B25             , Bekasi - Dukuh Atas                                , Transjabodetabek       ,          3,          , FFFF6D     , 000000          ,                 
1W      , Tije     , 1W              , Blok M - Ancol                                     , Angkutan Umum Integrasi,          3,          , D65E62     , 000000          ,                 
